ID,Store_id,Store_Type,Location_Type,Region_Code,date,holiday,discount,order,sales,price
T1022774,31,S1,L5,R2,2018/3/4,0,Yes,58,32472,559.862069
T1022775,232,S1,L1,R4,2018/3/4,0,Yes,67,44943,670.7910448
T1022776,236,S1,L1,R3,2018/3/4,0,Yes,74,50256,679.1351351
T1022777,155,S3,L1,R2,2018/3/4,0,Yes,77,49200,638.961039
T1022778,289,S2,L5,R2,2018/3/4,0,Yes,37,23373,631.7027027
T1022779,205,S1,L1,R2,2018/3/4,0,Yes,92,60636,659.0869565
T1022780,208,S3,L1,R1,2018/3/4,0,Yes,103,60486,587.2427184
T1022781,191,S3,L1,R1,2018/3/4,0,Yes,100,55707,557.07
T1022782,53,S3,L1,R2,2018/3/4,0,Yes,99,60558,611.6969697
T1022783,115,S4,L2,R1,2018/3/4,0,Yes,159,88764,558.2641509
T1022784,135,S1,L1,R4,2018/3/4,0,Yes,74,55899,755.3918919
T1022785,269,S1,L4,R1,2018/3/4,0,Yes,83,49797,599.9638554
T1022786,314,S1,L1,R2,2018/3/4,0,Yes,79,50433,638.3924051
T1022787,85,S4,L2,R1,2018/3/4,0,Yes,150,89250,595
T1022788,40,S1,L1,R4,2018/3/4,0,Yes,71,52623,741.1690141
T1022789,336,S4,L2,R1,2018/3/4,0,Yes,160,96432,602.7
T1022790,250,S2,L3,R4,2018/3/4,0,Yes,55,40269,732.1636364
T1022791,52,S1,L1,R3,2018/3/4,0,Yes,87,58482,672.2068966
T1022792,364,S2,L3,R2,2018/3/4,0,Yes,73,51675,707.8767123
T1022793,317,S3,L1,R1,2018/3/4,0,Yes,89,50988,572.8988764
T1022794,44,S1,L3,R2,2018/3/4,0,Yes,96,53937,561.84375
T1022795,325,S3,L1,R2,2018/3/4,0,Yes,98,64875,661.9897959
T1022796,275,S4,L1,R1,2018/3/4,0,Yes,104,63957,614.9711538
T1022797,329,S4,L2,R3,2018/3/4,0,Yes,88,62193,706.7386364
T1022798,114,S3,L1,R4,2018/3/4,0,Yes,106,70731,667.2735849
T1022799,328,S1,L3,R1,2018/3/4,0,Yes,62,41313,666.3387097
T1022800,105,S4,L2,R1,2018/3/4,0,Yes,89,54285,609.9438202
T1022801,287,S1,L4,R1,2018/3/4,0,Yes,96,50337,524.34375
T1022802,332,S2,L5,R1,2018/3/4,0,Yes,66,41463,628.2272727
T1022803,290,S1,L1,R3,2018/3/4,0,Yes,82,57117,696.5487805
T1022804,293,S2,L4,R2,2018/3/4,0,Yes,55,38865,706.6363636
T1022805,16,S1,L3,R1,2018/3/4,0,Yes,142,81798,576.0422535
T1022806,201,S4,L1,R1,2018/3/4,0,Yes,118,61407,520.3983051
T1022807,261,S4,L2,R1,2018/3/4,0,Yes,108,68289,632.3055556
T1022808,334,S3,L2,R2,2018/3/4,0,Yes,105,79185,754.1428571
T1022809,188,S3,L2,R1,2018/3/4,0,Yes,92,69603,756.5543478
T1022810,182,S3,L1,R1,2018/3/4,0,Yes,78,46167,591.8846154
T1022811,152,S2,L1,R1,2018/3/4,0,Yes,60,46812,780.2
T1022812,271,S1,L3,R2,2018/3/4,0,Yes,98,57282,584.5102041
T1022813,107,S1,L3,R3,2018/3/4,0,Yes,86,50004,581.4418605
T1022814,82,S4,L2,R1,2018/3/4,0,Yes,117,62463,533.8717949
T1022815,138,S1,L1,R1,2018/3/4,0,Yes,79,49749,629.7341772
T1022816,51,S1,L1,R2,2018/3/4,0,Yes,70,45651,652.1571429
T1022817,337,S4,L2,R1,2018/3/4,0,Yes,242,140247,579.5330579
T1022818,254,S4,L1,R1,2018/3/4,0,Yes,112,69288,618.6428571
T1022819,330,S4,L2,R1,2018/3/4,0,Yes,115,70242,610.8
T1022820,22,S1,L1,R4,2018/3/4,0,Yes,68,53199,782.3382353
T1022821,349,S1,L1,R4,2018/3/4,0,Yes,97,68541,706.6082474
T1022822,259,S4,L1,R1,2018/3/4,0,Yes,116,67176,579.1034483
T1022823,272,S2,L4,R2,2018/3/4,0,Yes,66,41007,621.3181818
T1022824,189,S2,L3,R3,2018/3/4,0,Yes,47,34596,736.0851064
T1022825,255,S3,L2,R4,2018/3/4,0,Yes,109,73344,672.8807339
T1022826,108,S1,L1,R4,2018/3/4,0,Yes,82,57456,700.6829268
T1022827,164,S1,L1,R3,2018/3/4,0,Yes,76,53211,700.1447368
T1022828,185,S1,L1,R3,2018/3/4,0,Yes,82,57075,696.0365854
T1022829,139,S4,L2,R2,2018/3/4,0,Yes,97,58719,605.3505155
T1022830,26,S1,L1,R3,2018/3/4,0,Yes,71,47898,674.6197183
T1022831,10,S4,L2,R3,2018/3/4,0,Yes,134,93213,695.619403
T1022832,288,S3,L2,R3,2018/3/4,0,Yes,92,56760,616.9565217
T1022833,3,S4,L2,R1,2018/3/4,0,Yes,121,62328,515.107438
T1022834,324,S1,L2,R3,2018/3/4,0,Yes,91,72012,791.3406593
T1022835,170,S1,L1,R2,2018/3/4,0,Yes,84,65199,776.1785714
T1022836,58,S1,L1,R1,2018/3/4,0,Yes,76,50979,670.7763158
T1022837,233,S1,L3,R3,2018/3/4,0,Yes,66,43131,653.5
T1022838,180,S1,L3,R2,2018/3/4,0,Yes,56,39870,711.9642857
T1022839,200,S2,L1,R2,2018/3/4,0,Yes,56,48198,860.6785714
T1022840,143,S3,L2,R3,2018/3/4,0,Yes,90,69369,770.7666667
T1022841,24,S1,L1,R2,2018/3/4,0,Yes,79,49191,622.6708861
T1022842,179,S1,L1,R2,2018/3/4,0,Yes,76,52812,694.8947368
T1022843,168,S2,L3,R3,2018/3/4,0,Yes,56,39735,709.5535714
T1022844,137,S4,L1,R1,2018/3/4,0,Yes,120,71418,595.15
T1022845,323,S1,L4,R1,2018/3/4,0,Yes,75,44694,595.92
T1022846,292,S1,L1,R1,2018/3/4,0,Yes,63,43851,696.047619
T1022847,253,S4,L2,R1,2018/3/4,0,Yes,115,66021,574.0956522
T1022848,273,S2,L3,R4,2018/3/4,0,Yes,46,32427,704.9347826
T1022849,140,S4,L1,R1,2018/3/4,0,Yes,115,75090,652.9565217
T1022850,270,S1,L1,R2,2018/3/4,0,Yes,68,45156,664.0588235
T1022851,80,S1,L1,R1,2018/3/4,0,Yes,77,51837,673.2077922
T1022852,224,S1,L2,R2,2018/3/4,0,Yes,81,58164,718.0740741
T1022853,110,S2,L3,R3,2018/3/4,0,Yes,57,38166,669.5789474
T1022854,260,S1,L1,R4,2018/3/4,0,Yes,68,45051,662.5147059
T1022855,99,S1,L1,R3,2018/3/4,0,Yes,92,55569,604.0108696
T1022856,148,S1,L1,R2,2018/3/4,0,Yes,64,45405,709.453125
T1022857,319,S3,L1,R2,2018/3/4,0,Yes,107,69111,645.8971963
T1022858,79,S2,L5,R4,2018/3/4,0,Yes,60,43920,732
T1022859,230,S2,L4,R4,2018/3/4,0,Yes,45,31236,694.1333333
T1022860,111,S1,L1,R2,2018/3/4,0,Yes,90,61599,684.4333333
T1022861,361,S1,L3,R1,2018/3/4,0,Yes,89,53793,604.4157303
T1022862,343,S1,L1,R2,2018/3/4,0,Yes,72,53598,744.4166667
T1022863,41,S1,L1,R2,2018/3/4,0,Yes,95,61488,647.2421053
T1022864,84,S1,L1,R3,2018/3/4,0,Yes,91,57711,634.1868132
T1022865,340,S4,L2,R3,2018/3/4,0,Yes,120,75900,632.5
T1022866,302,S1,L4,R2,2018/3/4,0,Yes,79,44178,559.2151899
T1022867,56,S2,L5,R3,2018/3/4,0,Yes,58,36945,636.9827586
T1022868,234,S2,L4,R2,2018/3/4,0,Yes,55,37911,689.2909091
T1022869,83,S2,L5,R1,2018/3/4,0,Yes,37,26043,703.8648649
T1022870,100,S1,L1,R2,2018/3/4,0,Yes,93,61800,664.516129
T1022871,207,S1,L1,R3,2018/3/4,0,Yes,67,47859,714.3134328
T1022872,106,S1,L1,R4,2018/3/4,0,Yes,69,44991,652.0434783
T1022873,153,S4,L2,R1,2018/3/4,0,Yes,177,101856,575.4576271
T1022874,109,S1,L1,R1,2018/3/4,0,Yes,92,59055,641.9021739
T1022875,169,S1,L2,R4,2018/3/4,0,Yes,83,60822,732.7951807
T1022876,365,S2,L1,R2,2018/3/4,0,Yes,66,47271,716.2272727
T1022877,225,S1,L1,R1,2018/3/4,0,Yes,88,59700,678.4090909
T1022878,30,S1,L2,R2,2018/3/4,0,Yes,98,67590,689.6938776
T1022879,355,S2,L4,R2,2018/3/4,0,Yes,50,38175,763.5
T1022880,81,S3,L2,R1,2018/3/4,0,Yes,101,71283,705.7722772
T1022881,18,S4,L1,R1,2018/3/4,0,Yes,115,64854,563.9478261
T1022882,217,S4,L1,R1,2018/3/4,0,Yes,126,72669,576.7380952
T1022883,2,S3,L1,R3,2018/3/4,0,Yes,105,68073,648.3142857
T1022884,227,S4,L2,R1,2018/3/4,0,Yes,111,69687,627.8108108
T1022885,4,S1,L1,R2,2018/3/4,0,Yes,99,59199,597.969697
T1022886,198,S4,L2,R3,2018/3/4,0,Yes,123,75870,616.8292683
T1022887,71,S2,L5,R1,2018/3/4,0,Yes,45,27273,606.0666667
T1022888,87,S4,L2,R3,2018/3/4,0,Yes,148,115221,778.5202703
T1022889,91,S3,L1,R1,2018/3/4,0,Yes,99,63270,639.0909091
T1022890,72,S1,L2,R3,2018/3/4,0,Yes,90,66228,735.8666667
T1022891,359,S2,L3,R2,2018/3/4,0,Yes,56,43365,774.375
T1022892,350,S1,L3,R2,2018/3/4,0,Yes,64,39405,615.703125
T1022893,278,S4,L1,R4,2018/3/4,0,Yes,116,68943,594.3362069
T1022894,347,S1,L1,R1,2018/3/4,0,Yes,76,52089,685.3815789
T1022895,167,S1,L1,R2,2018/3/4,0,Yes,62,37815,609.9193548
T1022896,214,S1,L1,R4,2018/3/4,0,Yes,69,46434,672.9565217
T1022897,163,S1,L2,R3,2018/3/4,0,Yes,98,70359,717.9489796
T1022898,5,S1,L1,R3,2018/3/4,0,Yes,79,50655,641.2025316
T1022899,118,S2,L1,R4,2018/3/4,0,Yes,55,42219,767.6181818
T1022900,7,S3,L1,R3,2018/3/4,0,Yes,91,56817,624.3626374
T1022901,73,S3,L2,R4,2018/3/4,0,Yes,93,71739,771.3870968
T1022902,212,S4,L2,R3,2018/3/4,0,Yes,116,71454,615.9827586
T1022903,181,S3,L1,R3,2018/3/4,0,Yes,98,56019,571.622449
T1022904,277,S1,L3,R1,2018/3/4,0,Yes,88,50553,574.4659091
T1022905,333,S1,L1,R3,2018/3/4,0,Yes,68,48195,708.75
T1022906,304,S1,L1,R4,2018/3/4,0,Yes,76,49023,645.0394737
T1022907,157,S4,L2,R1,2018/3/4,0,Yes,136,77961,573.2426471
T1022908,144,S1,L3,R3,2018/3/4,0,Yes,82,50952,621.3658537
T1022909,35,S1,L1,R2,2018/3/4,0,Yes,91,57048,626.9010989
T1022910,299,S1,L1,R3,2018/3/4,0,Yes,82,61824,753.9512195
T1022911,57,S4,L1,R1,2018/3/4,0,Yes,102,53604,525.5294118
T1022912,216,S2,L5,R1,2018/3/4,0,Yes,52,31389,603.6346154
T1022913,222,S4,L2,R2,2018/3/4,0,Yes,141,81405,577.3404255
T1022914,265,S2,L4,R2,2018/3/4,0,Yes,70,44553,636.4714286
T1022915,149,S2,L3,R2,2018/3/4,0,Yes,63,41094,652.2857143
T1022916,339,S4,L2,R1,2018/3/4,0,Yes,135,76902,569.6444444
T1022917,247,S1,L1,R3,2018/3/4,0,Yes,76,52413,689.6447368
T1022918,320,S2,L3,R2,2018/3/4,0,Yes,74,49503,668.9594595
T1022919,102,S4,L2,R1,2018/3/4,0,Yes,119,78024,655.6638655
T1022920,294,S4,L2,R2,2018/3/4,0,Yes,145,81216,560.1103448
T1022921,231,S4,L2,R3,2018/3/4,0,Yes,151,87648,580.4503311
T1022922,6,S4,L1,R1,2018/3/4,0,Yes,106,60135,567.3113208
T1022923,344,S1,L5,R1,2018/3/4,0,Yes,88,44652,507.4090909
T1022924,286,S4,L2,R4,2018/3/4,0,Yes,193,114258,592.0103627
T1022925,291,S1,L3,R1,2018/3/4,0,Yes,70,37947,542.1
T1022926,142,S2,L1,R3,2018/3/4,0,Yes,51,36975,725
T1022927,21,S3,L2,R4,2018/3/4,0,Yes,77,50694,658.3636364
T1022928,192,S1,L1,R3,2018/3/4,0,Yes,71,48315,680.4929577
T1022929,363,S1,L1,R2,2018/3/4,0,Yes,105,66264,631.0857143
T1022930,279,S2,L3,R2,2018/3/4,0,Yes,61,41679,683.2622951
T1022931,8,S4,L2,R2,2018/3/4,0,Yes,126,74619,592.2142857
T1022932,257,S1,L3,R1,2018/3/4,0,Yes,76,46761,615.2763158
T1022933,176,S4,L2,R3,2018/3/4,0,Yes,155,105012,677.4967742
T1022934,298,S4,L1,R1,2018/3/4,0,Yes,145,70674,487.4068966
T1022935,267,S4,L2,R1,2018/3/4,0,Yes,84,54663,650.75
T1022936,322,S2,L3,R4,2018/3/4,0,Yes,57,41187,722.5789474
T1022937,14,S3,L2,R4,2018/3/4,0,Yes,131,102054,779.0381679
T1022938,357,S4,L1,R1,2018/3/4,0,No,99,53547,540.8787879
T1022939,308,S4,L2,R3,2018/3/4,0,Yes,120,73539,612.825
T1022940,88,S2,L5,R2,2018/3/4,0,Yes,53,34530,651.509434
T1022941,268,S1,L2,R1,2018/3/4,0,Yes,71,51516,725.5774648
T1022942,133,S1,L1,R4,2018/3/4,0,Yes,73,45006,616.5205479
T1022943,119,S1,L1,R3,2018/3/4,0,Yes,81,49917,616.2592593
T1022944,15,S4,L2,R1,2018/3/4,0,Yes,143,85575,598.4265734
T1022945,186,S2,L5,R2,2018/3/4,0,Yes,52,36684,705.4615385
T1022946,54,S1,L2,R3,2018/3/4,0,Yes,81,63399,782.7037037
T1022947,226,S2,L5,R4,2018/3/4,0,Yes,45,27657,614.6
T1022948,32,S1,L1,R2,2018/3/4,0,Yes,71,52503,739.4788732
T1022949,60,S1,L5,R2,2018/3/4,0,Yes,66,37743,571.8636364
T1022950,341,S1,L1,R2,2018/3/4,0,Yes,81,50997,629.5925926
T1022951,327,S4,L1,R3,2018/3/4,0,Yes,107,57516,537.5327103
T1022952,1,S1,L3,R1,2018/3/4,0,Yes,75,44949,599.32
T1022953,9,S1,L1,R1,2018/3/4,0,Yes,65,44448,683.8153846
T1022954,19,S1,L1,R3,2018/3/4,0,Yes,66,52320,792.7272727
T1022955,316,S4,L2,R1,2018/3/4,0,Yes,95,65967,694.3894737
T1022956,134,S1,L4,R1,2018/3/4,0,Yes,77,48621,631.4415584
T1022957,187,S1,L1,R1,2018/3/4,0,Yes,86,59187,688.2209302
T1022958,92,S1,L4,R2,2018/3/4,0,Yes,70,40248,574.9714286
T1022959,258,S2,L4,R4,2018/3/4,0,Yes,46,32346,703.173913
T1022960,117,S1,L1,R3,2018/3/4,0,Yes,78,53739,688.9615385
T1022961,246,S3,L1,R3,2018/3/4,0,Yes,96,64818,675.1875
T1022962,39,S4,L1,R1,2018/3/4,0,Yes,159,84141,529.1886792
T1022963,193,S2,L3,R4,2018/3/4,0,Yes,52,37683,724.6730769
T1022964,199,S1,L1,R4,2018/3/4,0,Yes,68,48783,717.3970588
T1022965,86,S1,L1,R4,2018/3/4,0,Yes,67,47154,703.7910448
T1022966,177,S2,L1,R4,2018/3/4,0,Yes,58,42354,730.2413793
T1022967,141,S1,L1,R2,2018/3/4,0,Yes,64,43275,676.171875
T1022968,75,S3,L2,R3,2018/3/4,0,Yes,105,73014,695.3714286
T1022969,203,S2,L4,R2,2018/3/4,0,Yes,66,47193,715.0454545
T1022970,116,S2,L3,R3,2018/3/4,0,Yes,48,35259,734.5625
T1022971,42,S1,L4,R3,2018/3/4,0,Yes,66,40578,614.8181818
T1022972,318,S1,L3,R2,2018/3/4,0,Yes,82,51060,622.6829268
T1022973,49,S4,L1,R2,2018/3/4,0,Yes,144,78168,542.8333333
T1022974,150,S4,L2,R1,2018/3/4,0,Yes,139,81957,589.618705
T1022975,98,S2,L5,R2,2018/3/4,0,Yes,41,28257,689.195122
T1022976,147,S4,L2,R4,2018/3/4,0,Yes,114,69660,611.0526316
T1022977,202,S4,L2,R2,2018/3/4,0,Yes,123,76998,626
T1022978,297,S2,L3,R4,2018/3/4,0,Yes,69,45570,660.4347826
T1022979,248,S1,L1,R2,2018/3/4,0,Yes,73,52284,716.2191781
T1022980,104,S1,L1,R2,2018/3/4,0,Yes,70,43437,620.5285714
T1022981,276,S1,L1,R2,2018/3/4,0,Yes,96,61854,644.3125
T1022982,238,S1,L1,R2,2018/3/4,0,Yes,54,39561,732.6111111
T1022983,237,S2,L3,R3,2018/3/4,0,Yes,46,34323,746.1521739
T1022984,171,S4,L2,R3,2018/3/4,0,Yes,123,79155,643.5365854
T1022985,249,S1,L3,R2,2018/3/4,0,Yes,96,54039,562.90625
T1022986,120,S3,L2,R2,2018/3/4,0,Yes,114,89472,784.8421053
T1022987,215,S3,L2,R1,2018/3/4,0,Yes,111,77448,697.7297297
T1022988,37,S1,L3,R3,2018/3/4,0,Yes,65,45315,697.1538462
T1022989,156,S1,L1,R3,2018/3/4,0,Yes,95,64986,684.0631579
T1022990,74,S3,L1,R2,2018/3/4,0,Yes,93,58242,626.2580645
T1022991,61,S1,L1,R3,2018/3/4,0,Yes,101,66192,655.3663366
T1022992,103,S1,L3,R3,2018/3/4,0,Yes,81,49947,616.6296296
T1022993,360,S2,L1,R1,2018/3/4,0,Yes,51,35067,687.5882353
T1022994,48,S1,L1,R2,2018/3/4,0,Yes,80,58059,725.7375
T1022995,300,S2,L5,R2,2018/3/4,0,No,35,19995,571.2857143
T1022996,56,S2,L5,R3,2018/3/5,0,No,33,18966,574.7272727
T1022997,9,S1,L1,R1,2018/3/5,0,No,52,29826,573.5769231
T1022998,295,S1,L1,R1,2018/3/5,0,No,62,41550,670.1612903
T1022999,14,S3,L2,R4,2018/3/5,0,No,74,51477,695.6351351
T1023000,288,S3,L2,R3,2018/3/5,0,Yes,88,59565,676.875
T1023001,102,S4,L2,R1,2018/3/5,0,No,82,46464,566.6341463
T1023002,255,S3,L2,R4,2018/3/5,0,No,52,35553,683.7115385
T1023003,107,S1,L3,R3,2018/3/5,0,Yes,77,48153,625.3636364
T1023004,125,S4,L2,R1,2018/3/5,0,Yes,111,64776,583.5675676
T1023005,242,S4,L1,R1,2018/3/5,0,No,59,29727,503.8474576
T1023006,189,S2,L3,R3,2018/3/5,0,No,43,28713,667.744186
T1023007,185,S1,L1,R3,2018/3/5,0,No,51,34161,669.8235294
T1023008,204,S4,L1,R3,2018/3/5,0,No,56,31938,570.3214286
T1023009,103,S1,L3,R3,2018/3/5,0,No,37,21075,569.5945946
T1023010,23,S1,L1,R4,2018/3/5,0,No,51,34740,681.1764706
T1023011,32,S1,L1,R2,2018/3/5,0,No,70,48843,697.7571429
T1023012,331,S1,L1,R4,2018/3/5,0,No,51,31596,619.5294118
T1023013,22,S1,L1,R4,2018/3/5,0,No,63,46887,744.2380952
T1023014,258,S2,L4,R4,2018/3/5,0,No,34,21063,619.5
T1023015,292,S1,L1,R1,2018/3/5,0,No,48,32262,672.125
T1023016,180,S1,L3,R2,2018/3/5,0,No,37,22155,598.7837838
T1023017,7,S3,L1,R3,2018/3/5,0,Yes,88,54627,620.7613636
T1023018,196,S1,L1,R3,2018/3/5,0,No,50,33804,676.08
T1023019,186,S2,L5,R2,2018/3/5,0,No,23,15252,663.1304348
T1023020,202,S4,L2,R2,2018/3/5,0,No,59,34869,591
T1023021,195,S4,L1,R1,2018/3/5,0,No,97,49590,511.2371134
T1023022,241,S1,L1,R4,2018/3/5,0,No,64,41271,644.859375
T1023023,256,S1,L2,R4,2018/3/5,0,No,58,41523,715.9137931
T1023024,127,S4,L2,R2,2018/3/5,0,Yes,118,71985,610.0423729
T1023025,360,S2,L1,R1,2018/3/5,0,No,49,31473,642.3061224
T1023026,52,S1,L1,R3,2018/3/5,0,No,42,25317,602.7857143
T1023027,104,S1,L1,R2,2018/3/5,0,No,61,35463,581.3606557
T1023028,105,S4,L2,R1,2018/3/5,0,Yes,98,59079,602.8469388
T1023029,126,S4,L2,R2,2018/3/5,0,No,113,73539,650.7876106
T1023030,101,S1,L4,R3,2018/3/5,0,No,32,19125,597.65625
T1023031,263,S1,L5,R1,2018/3/5,0,Yes,69,35289,511.4347826
T1023032,201,S4,L1,R1,2018/3/5,0,Yes,108,58338,540.1666667
T1023033,16,S1,L3,R1,2018/3/5,0,No,66,34266,519.1818182
T1023034,283,S4,L1,R1,2018/3/5,0,Yes,119,66327,557.3697479
T1023035,64,S3,L1,R2,2018/3/5,0,No,70,42813,611.6142857
T1023036,187,S1,L1,R1,2018/3/5,0,No,26,16269,625.7307692
T1023037,86,S1,L1,R4,2018/3/5,0,No,39,26301,674.3846154
T1023038,205,S1,L1,R2,2018/3/5,0,No,49,30861,629.8163265
T1023039,203,S2,L4,R2,2018/3/5,0,No,22,14133,642.4090909
T1023040,85,S4,L2,R1,2018/3/5,0,No,103,52830,512.9126214
T1023041,53,S3,L1,R2,2018/3/5,0,Yes,98,62919,642.0306122
T1023042,269,S1,L4,R1,2018/3/5,0,No,63,34698,550.7619048
T1023043,318,S1,L3,R2,2018/3/5,0,No,40,23196,579.9
T1023044,57,S4,L1,R1,2018/3/5,0,No,71,37056,521.915493
T1023045,312,S4,L2,R1,2018/3/5,0,No,126,67788,538
T1023046,106,S1,L1,R4,2018/3/5,0,Yes,63,42864,680.3809524
T1023047,206,S1,L1,R1,2018/3/5,0,No,54,34872,645.7777778
T1023048,95,S3,L1,R1,2018/3/5,0,No,77,40602,527.2987013
T1023049,83,S2,L5,R1,2018/3/5,0,No,29,18915,652.2413793
T1023050,46,S2,L1,R2,2018/3/5,0,No,39,26622,682.6153846
T1023051,211,S4,L2,R1,2018/3/5,0,Yes,109,61362,562.9541284
T1023052,291,S1,L3,R1,2018/3/5,0,No,53,28767,542.7735849
T1023053,11,S4,L2,R1,2018/3/5,0,No,79,47040,595.443038
T1023054,174,S1,L1,R4,2018/3/5,0,No,42,27822,662.4285714
T1023055,257,S1,L3,R1,2018/3/5,0,No,42,24324,579.1428571
T1023056,84,S1,L1,R3,2018/3/5,0,No,74,42891,579.6081081
T1023057,270,S1,L1,R2,2018/3/5,0,No,44,27228,618.8181818
T1023058,183,S1,L3,R1,2018/3/5,0,No,44,23238,528.1363636
T1023059,267,S4,L2,R1,2018/3/5,0,No,63,38262,607.3333333
T1023060,361,S1,L3,R1,2018/3/5,0,No,53,30174,569.3207547
T1023061,88,S2,L5,R2,2018/3/5,0,No,47,30525,649.4680851
T1023062,188,S3,L2,R1,2018/3/5,0,No,80,58323,729.0375
T1023063,268,S1,L2,R1,2018/3/5,0,Yes,80,58332,729.15
T1023064,87,S4,L2,R3,2018/3/5,0,No,58,38154,657.8275862
T1023065,5,S1,L1,R3,2018/3/5,0,Yes,80,49929,624.1125
T1023066,350,S1,L3,R2,2018/3/5,0,Yes,67,43188,644.5970149
T1023067,315,S4,L2,R1,2018/3/5,0,No,126,63879,506.9761905
T1023068,354,S4,L2,R1,2018/3/5,0,No,124,79236,639
T1023069,181,S3,L1,R3,2018/3/5,0,Yes,106,59547,561.7641509
T1023070,63,S1,L1,R2,2018/3/5,0,No,61,38832,636.5901639
T1023071,284,S4,L2,R3,2018/3/5,0,No,57,35286,619.0526316
T1023072,311,S4,L2,R2,2018/3/5,0,Yes,172,118980,691.744186
T1023073,353,S1,L3,R3,2018/3/5,0,No,31,18987,612.483871
T1023074,89,S1,L4,R1,2018/3/5,0,Yes,65,37512,577.1076923
T1023075,334,S3,L2,R2,2018/3/5,0,No,69,45423,658.3043478
T1023076,79,S2,L5,R4,2018/3/5,0,No,32,19794,618.5625
T1023077,24,S1,L1,R2,2018/3/5,0,Yes,75,46719,622.92
T1023078,60,S1,L5,R2,2018/3/5,0,Yes,67,39138,584.1492537
T1023079,74,S3,L1,R2,2018/3/5,0,Yes,96,60615,631.40625
T1023080,68,S1,L2,R4,2018/3/5,0,No,65,42903,660.0461538
T1023081,280,S4,L2,R2,2018/3/5,0,Yes,124,67491,544.2822581
T1023082,194,S1,L1,R2,2018/3/5,0,No,45,28089,624.2
T1023083,248,S1,L1,R2,2018/3/5,0,No,48,31404,654.25
T1023084,98,S2,L5,R2,2018/3/5,0,No,36,23325,647.9166667
T1023085,310,S2,L5,R1,2018/3/5,0,No,13,7053,542.5384615
T1023086,184,S1,L2,R2,2018/3/5,0,No,74,53931,728.7972973
T1023087,304,S1,L1,R4,2018/3/5,0,Yes,74,48810,659.5945946
T1023088,277,S1,L3,R1,2018/3/5,0,No,33,17679,535.7272727
T1023089,73,S3,L2,R4,2018/3/5,0,No,80,53736,671.7
T1023090,305,S4,L1,R1,2018/3/5,0,No,82,43812,534.2926829
T1023091,333,S1,L1,R3,2018/3/5,0,No,44,29055,660.3409091
T1023092,118,S2,L1,R4,2018/3/5,0,No,48,33978,707.875
T1023093,347,S1,L1,R1,2018/3/5,0,No,48,29214,608.625
T1023094,192,S1,L1,R3,2018/3/5,0,Yes,72,50118,696.0833333
T1023095,316,S4,L2,R1,2018/3/5,0,No,73,44688,612.1643836
T1023096,49,S4,L1,R2,2018/3/5,0,No,92,47787,519.423913
T1023097,117,S1,L1,R3,2018/3/5,0,No,51,33825,663.2352941
T1023098,123,S4,L2,R3,2018/3/5,0,No,71,45894,646.3943662
T1023099,289,S2,L5,R2,2018/3/5,0,No,43,23958,557.1627907
T1023100,191,S3,L1,R1,2018/3/5,0,No,49,28998,591.7959184
T1023101,115,S4,L2,R1,2018/3/5,0,Yes,163,90969,558.0920245
T1023102,356,S3,L3,R1,2018/3/5,0,Yes,82,45675,557.0121951
T1023103,314,S1,L1,R2,2018/3/5,0,Yes,85,55767,656.0823529
T1023104,197,S2,L5,R1,2018/3/5,0,Yes,60,36651,610.85
T1023105,55,S1,L1,R2,2018/3/5,0,No,47,28803,612.8297872
T1023106,261,S4,L2,R1,2018/3/5,0,No,51,30363,595.3529412
T1023107,276,S1,L1,R2,2018/3/5,0,No,61,35187,576.8360656
T1023108,75,S3,L2,R3,2018/3/5,0,No,63,39417,625.6666667
T1023109,116,S2,L3,R3,2018/3/5,0,No,39,26871,689
T1023110,249,S1,L3,R2,2018/3/5,0,No,26,14385,553.2692308
T1023111,34,S1,L3,R1,2018/3/5,0,No,51,27684,542.8235294
T1023112,177,S2,L1,R4,2018/3/5,0,No,50,35358,707.16
T1023113,199,S1,L1,R4,2018/3/5,0,No,48,31629,658.9375
T1023114,313,S1,L3,R1,2018/3/5,0,No,33,18915,573.1818182
T1023115,278,S4,L1,R4,2018/3/5,0,No,111,61083,550.2972973
T1023116,244,S2,L5,R4,2018/3/5,0,Yes,57,36042,632.3157895
T1023117,72,S1,L2,R3,2018/3/5,0,No,63,42066,667.7142857
T1023118,198,S4,L2,R3,2018/3/5,0,Yes,130,81936,630.2769231
T1023119,70,S1,L1,R3,2018/3/5,0,No,59,36474,618.2033898
T1023120,176,S4,L2,R3,2018/3/5,0,No,72,45246,628.4166667
T1023121,279,S2,L3,R2,2018/3/5,0,No,36,23178,643.8333333
T1023122,71,S2,L5,R1,2018/3/5,0,No,26,15063,579.3461538
T1023123,359,S2,L3,R2,2018/3/5,0,No,38,26451,696.0789474
T1023124,25,S1,L3,R1,2018/3/5,0,No,61,32961,540.3442623
T1023125,121,S1,L1,R4,2018/3/5,0,No,62,40491,653.0806452
T1023126,21,S3,L2,R4,2018/3/5,0,Yes,78,52161,668.7307692
T1023127,120,S3,L2,R2,2018/3/5,0,No,73,50595,693.0821918
T1023128,54,S1,L2,R3,2018/3/5,0,No,56,38001,678.5892857
T1023129,97,S4,L1,R1,2018/3/5,0,No,94,51129,543.9255319
T1023130,1,S1,L3,R1,2018/3/5,0,Yes,74,46644,630.3243243
